"Warengruppe_1","Warengruppe_2","Warengruppe_3","Warengruppe_4","Warengruppe_5","Warengruppe_6","Umsatz","KielerWoche","Bewoelkung_0","Bewoelkung_1","Bewoelkung_2","Bewoelkung_3","Bewoelkung_4","Bewoelkung_5","Bewoelkung_6","Bewoelkung_7","Bewoelkung_8","Temperatur","Windgeschwindigkeit","Day","Month_01","Month_02","Month_03","Month_04","Month_05","Month_06","Month_07","Month_08","Month_09","Month_10","Month_11","Month_12","DayOfWeek_1","DayOfWeek_2","DayOfWeek_3","DayOfWeek_4","DayOfWeek_5","DayOfWeek_6","DayOfWeek_7"
0,0,0,1,0,0,80.5712306131707,0,0,0,0,0,0,0,0,1,0,5.125,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,84.553670001191,0,0,0,0,0,0,0,0,1,0,5.125,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,36.928264442632,0,0,0,0,0,0,0,0,1,0,5.125,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,241.436093425533,0,0,0,0,0,0,0,0,1,0,5.125,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,98.2032297845558,0,0,1,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,0,256.059850846365,0,0,1,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,108.360227858153,0,0,1,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,233.555949277467,0,0,1,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,76.1809477344347,0,0,0,0,0,0,0,1,0,0,13.375,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,257.036598432519,0,0,0,0,0,0,0,1,0,0,13.375,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,36.0121444084611,0,0,0,0,0,0,0,1,0,0,13.375,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,104.659179850674,0,0,0,0,0,0,0,1,0,0,13.375,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,95.5565289254052,0,0,0,0,0,0,0,1,0,0,13.375,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,274.749839438109,0,0,0,0,0,0,0,1,0,0,13.375,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,70.8871682954291,0,0,0,0,0,0,0,0,0,1,13.75,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,186.691059920256,0,0,0,0,0,0,0,0,0,1,13.75,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,246.392025222422,0,0,0,0,0,0,0,0,0,1,13.75,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,88.9314287329033,0,0,0,0,0,0,0,0,0,1,13.75,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,92.9099539033508,0,0,0,0,0,0,0,0,0,1,13.75,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,23.4680706670577,0,0,0,0,0,0,0,0,0,1,13.75,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,350.222831381163,0,0,0,0,0,0,0,0,1,0,14.625,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,122.555120081886,0,0,0,0,0,0,0,0,1,0,14.625,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,220.614308718135,0,0,0,0,0,0,0,0,1,0,14.625,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,140.452844524859,0,0,0,0,0,0,0,0,1,0,14.625,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,39.7743979611464,0,0,0,0,0,0,0,0,1,0,14.625,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,152.607539505512,0,0,1,0,0,0,0,0,0,0,13,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,84.144949463918,0,0,1,0,0,0,0,0,0,0,13,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,466.540193942821,0,0,1,0,0,0,0,0,0,0,13,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,127.539249835881,0,0,1,0,0,0,0,0,0,0,13,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,328.254378564049,0,0,1,0,0,0,0,0,0,0,13,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,51.4981525226917,0,0,1,0,0,0,0,0,0,0,13,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,142.252605742127,0,0,0,0,0,0,1,0,0,0,12,15,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,266.493884189038,0,0,0,0,0,0,1,0,0,0,12,15,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,106.911757550291,0,0,0,0,0,0,1,0,0,0,12,15,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,34.1899092105017,0,0,0,0,0,0,1,0,0,0,12,15,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,53.4063154391405,0,0,0,0,0,0,1,0,0,0,12,15,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,186.869352829964,0,0,0,0,0,0,1,0,0,0,12,15,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,65.0436140133193,0,0,0,0,0,0,0,0,1,0,15,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,237.906672638622,0,0,0,0,0,0,0,0,1,0,15,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,54.2491742553091,0,0,0,0,0,0,0,0,1,0,15,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,31.8139136180964,0,0,0,0,0,0,0,0,1,0,15,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,77.2591246043059,0,0,0,0,0,0,0,0,1,0,15,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,195.40472243736,0,0,0,0,0,0,0,0,1,0,15,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,214.420897950301,0,0,0,0,0,0,0,0,0,1,13.625,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,56.9714541278082,0,0,0,0,0,0,0,0,0,1,13.625,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,97.3992914498514,0,0,0,0,0,0,0,0,0,1,13.625,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,210.177815712871,0,0,0,0,0,0,0,0,0,1,13.625,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,89.0280001083141,0,0,0,0,0,0,0,0,0,1,13.625,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,56.2709288058107,0,0,0,0,0,0,0,0,0,1,13.625,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,114.171847336115,0,0,0,1,0,0,0,0,0,0,13.125,17,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,66.7937094495006,0,0,0,1,0,0,0,0,0,0,13.125,17,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,28.2840944936649,0,0,0,1,0,0,0,0,0,0,13.125,17,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,68.1250970120964,0,0,0,1,0,0,0,0,0,0,13.125,17,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,240.965897111926,0,0,0,1,0,0,0,0,0,0,13.125,17,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,216.239785866434,0,0,0,1,0,0,0,0,0,0,13.125,17,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,72.3286239048271,0,0,0,0,0,1,0,0,0,0,11.75,19,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,137.78054839384,0,0,0,0,0,1,0,0,0,0,11.75,19,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,264.15177278786,0,0,0,0,0,1,0,0,0,0,11.75,19,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,89.9590371263699,0,0,0,0,0,1,0,0,0,0,11.75,19,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,214.873616145225,0,0,0,0,0,1,0,0,0,0,11.75,19,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,347.614033858304,0,0,0,0,0,1,0,0,0,0,8.125,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,111.437166094331,0,0,0,0,0,1,0,0,0,0,8.125,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,43.9794606680509,0,0,0,0,0,1,0,0,0,0,8.125,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,113.069738985194,0,0,0,0,0,1,0,0,0,0,8.125,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,62.8395827121803,0,0,0,0,0,1,0,0,0,0,8.125,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,264.794087448725,0,0,0,0,0,1,0,0,0,0,8.125,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,483.160689627582,0,0,0,0,0,0,0,0,1,0,8.5,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,51.1508390696867,0,0,0,0,0,0,0,0,1,0,8.5,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,20.2942205283244,0,0,0,0,0,0,0,0,1,0,8.5,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,119.694295715333,0,0,0,0,0,0,0,0,1,0,8.5,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,134.798412331565,0,0,0,0,0,0,0,0,1,0,8.5,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,277.579455017807,0,0,0,0,0,0,0,0,1,0,8.5,4,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,105.42649422144,0,0,0,0,0,0,0,0,1,0,12.25,12,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,257.912087518437,0,0,0,0,0,0,0,0,1,0,12.25,12,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,244.049386177247,0,0,0,0,0,0,0,0,1,0,12.25,12,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,98.613021347171,0,0,0,0,0,0,0,0,1,0,12.25,12,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,67.9860897768266,0,0,0,0,0,0,0,0,1,0,12.25,12,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,59.6083391628383,0,0,0,0,0,0,0,0,1,0,10.75,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,236.556165735368,0,0,0,0,0,0,0,0,1,0,10.75,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,100.395764258721,0,0,0,0,0,0,0,0,1,0,10.75,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,35.3629977360452,0,0,0,0,0,0,0,0,1,0,10.75,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,72.7801578065075,0,0,0,0,0,0,0,0,1,0,10.75,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,190.311675968216,0,0,0,0,0,0,0,0,1,0,10.75,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,198.911870818593,0,0,0,0,0,0,0,1,0,0,10.75,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,49.6738357526981,0,0,0,0,0,0,0,1,0,0,10.75,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,114.494850154785,0,0,0,0,0,0,0,1,0,0,10.75,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,206.406225416349,0,0,0,0,0,0,0,1,0,0,10.75,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,56.1041588717274,0,0,0,0,0,0,0,1,0,0,10.75,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,28.0219905828864,0,0,0,0,0,0,0,1,0,0,10.75,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,69.9188174587824,0,0,0,0,0,0,0,0,1,0,10.125,20,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,57.7646121225213,0,0,0,0,0,0,0,0,1,0,10.125,20,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,12.9373828412174,0,0,0,0,0,0,0,0,1,0,10.125,20,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,134.988103054341,0,0,0,0,0,0,0,0,1,0,10.125,20,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,243.788203213012,0,0,0,0,0,0,0,0,1,0,10.125,20,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,205.439239648739,0,0,0,0,0,0,0,0,1,0,10.125,20,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,79.6502975276965,0,0,0,0,0,0,0,0,1,0,7.75,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,74.7164382653143,0,0,0,0,0,0,0,0,1,0,7.75,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,227.863733533634,0,0,0,0,0,0,0,0,1,0,7.75,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,68.2330172268982,0,0,0,0,0,0,0,0,1,0,7.75,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,187.279498360946,0,0,0,0,0,0,0,0,1,0,7.75,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,364.001891067586,0,0,0,0,0,0,0,0,1,0,4.5,15,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,101.399264556987,0,0,0,0,0,0,0,0,1,0,4.5,15,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,1,56.1396352068277,0,0,0,0,0,0,0,0,1,0,4.5,15,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,94.5537487825515,0,0,0,0,0,0,0,0,1,0,4.5,15,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,84.6217160931071,0,0,0,0,0,0,0,0,1,0,4.5,15,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,218.274754433496,0,0,0,0,0,0,0,0,1,0,4.5,15,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,412.356910869242,0,0,0,0,0,0,0,0,1,0,2.25,18,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,24.7966336699915,0,0,0,0,0,0,0,0,1,0,2.25,18,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,36.3496904897764,0,0,0,0,0,0,0,0,1,0,2.25,18,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,112.859441067849,0,0,0,0,0,0,0,0,1,0,2.25,18,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,147.38920509115,0,0,0,0,0,0,0,0,1,0,2.25,18,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,254.862870836877,0,0,0,0,0,0,0,0,1,0,2.25,18,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,141.262806843452,0,0,0,0,0,1,0,0,0,0,3.125,8,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,154.755493939717,0,0,0,0,0,1,0,0,0,0,3.125,8,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,252.705465822807,0,0,0,0,0,1,0,0,0,0,3.125,8,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,219.555033626385,0,0,0,0,0,1,0,0,0,0,3.125,8,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,80.842269415621,0,0,0,0,0,1,0,0,0,0,3.125,8,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,92.3354324511327,0,0,0,0,0,1,0,0,0,0,3.125,8,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,105.085937091344,0,0,0,0,0,0,0,0,1,0,3.125,14,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,72.2488946542933,0,0,0,0,0,0,0,0,1,0,3.125,14,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,77.0098783611706,0,0,0,0,0,0,0,0,1,0,3.125,14,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,200.026560873134,0,0,0,0,0,0,0,0,1,0,3.125,14,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,0,0,0,253.437861780942,0,0,0,0,0,0,0,0,1,0,3.125,14,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,111.891145740226,0,0,0,0,0,0,0,0,1,0,3.125,14,24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,77.2817709171028,0,0,0,0,0,0,0,0,1,0,5.125,7,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,0,255.115425796983,0,0,0,0,0,0,0,0,1,0,5.125,7,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,82.0043374617882,0,0,0,0,0,0,0,0,1,0,5.125,7,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,78.2593412016064,0,0,0,0,0,0,0,0,1,0,5.125,7,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,90.341249911663,0,0,0,0,0,0,0,0,1,0,5.125,7,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,236.814019634978,0,0,0,0,0,0,0,0,1,0,5.125,7,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,85.8963225013818,0,1,0,0,0,0,0,0,0,0,5.5,7,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,108.600990011567,0,1,0,0,0,0,0,0,0,0,5.5,7,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,1,154.386660190586,0,1,0,0,0,0,0,0,0,0,5.5,7,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,275.094910670148,0,1,0,0,0,0,0,0,0,0,5.5,7,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,88.5864343689461,0,1,0,0,0,0,0,0,0,0,5.5,7,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,255.671601416751,0,1,0,0,0,0,0,0,0,0,5.5,7,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,116.456193643074,0,0,0,0,0,0,0,0,1,0,5.25,11,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,106.092543130648,0,0,0,0,0,0,0,0,1,0,5.25,11,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,283.115432286782,0,0,0,0,0,0,0,0,1,0,5.25,11,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,0,83.5498495555774,0,0,0,0,0,0,0,0,1,0,5.25,11,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,226.833767245866,0,0,0,0,0,0,0,0,1,0,5.25,11,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,95.8214284234793,0,0,0,0,0,0,0,0,1,0,5.25,11,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,1,121.67603502311,0,0,0,1,0,0,0,0,0,0,6.125,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,254.02069957234,0,0,0,1,0,0,0,0,0,0,6.125,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,107.179811171241,0,0,0,1,0,0,0,0,0,0,6.125,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,0,0,0,403.083011014191,0,0,0,1,0,0,0,0,0,0,6.125,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,80.8718088270165,0,0,0,1,0,0,0,0,0,0,6.125,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,150.585738123588,0,0,0,1,0,0,0,0,0,0,6.125,11,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,58.3202195832375,0,0,0,0,0,0,0,0,1,0,8.25,15,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,286.559824438396,0,0,0,0,0,0,0,0,1,0,8.25,15,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,481.333773696359,0,0,0,0,0,0,0,0,1,0,8.25,15,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,114.086141846843,0,0,0,0,0,0,0,0,1,0,8.25,15,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,209.166880819323,0,0,0,0,0,0,0,0,1,0,8.25,15,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,92.5432169532177,0,0,0,0,0,0,0,0,1,0,8.25,15,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,90.1018653521876,0,0,0,0,0,0,1,0,0,0,5.75,18,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0,0,116.154576103571,0,0,0,0,0,0,1,0,0,0,5.75,18,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,0,192.341955374091,0,0,0,0,0,0,1,0,0,0,5.75,18,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,288.123644467983,0,0,0,0,0,0,1,0,0,0,5.75,18,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,0,97.3531024328631,0,0,0,0,0,0,1,0,0,0,5.75,18,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,1,0,0,71.2965359393259,0,0,0,0,0,0,1,0,0,0,5.75,18,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
